iter	Logloss
144	0.3244301484
145	0.3237646784
146	0.3232403289
147	0.3226659154
148	0.3222318488
149	0.3216878118
150	0.3213471948
151	0.3207190184
152	0.3202075706
153	0.3197399035
154	0.319343872
155	0.3189258606
156	0.3184770084
157	0.3179796777
158	0.3174936344
159	0.3168360081
160	0.3163730419
161	0.315899548
162	0.3155002407
163	0.3150609666
164	0.3145482067
165	0.3140285481
166	0.3136303797
167	0.3131603963
168	0.3128514904
169	0.3124113074
170	0.3120287405
171	0.3116026185
172	0.3112520014
173	0.3108558437
174	0.310510425
175	0.310122246
176	0.309836582
177	0.3094912054
178	0.3090367808
179	0.3085312635
180	0.3080064965
181	0.3074452898
182	0.3070664853
183	0.3067370261
184	0.3063213439
185	0.3059432954
186	0.3056276944
187	0.30529014
188	0.3048905735
189	0.3044538245
190	0.3040569608
191	0.3037052794
192	0.3034595827
193	0.3032041183
194	0.3027829654
195	0.3024853478
196	0.3020983566
197	0.3017401656
198	0.3014961577
199	0.3011178191
200	0.3009234317
201	0.3005745178
202	0.3003067054
203	0.3000180723
204	0.2997569677
205	0.2995184658
206	0.2992012142
207	0.2989168772
208	0.2986071034
209	0.2981914639
210	0.2978840107
211	0.2976098737
212	0.2973575927
213	0.2970864635
214	0.2968391864
215	0.2964598914
216	0.2962356793
217	0.2960621765
218	0.2957774686
219	0.2954621593
220	0.2951557679
221	0.294934913
222	0.2946695912
223	0.2944579035
224	0.2941666808
225	0.2938603203
226	0.2936125405
227	0.2933725838
228	0.2931153187
229	0.2928991419
230	0.2926985529
231	0.2924892497
232	0.2922390074
233	0.2919345487
234	0.2916246183
235	0.2913549567
236	0.291088606
237	0.2907089285
238	0.2905241914
239	0.2903475464
240	0.2901676291
241	0.2899012315
242	0.2896893121
243	0.2895078292
244	0.2893072049
245	0.2891821231
246	0.288935016
247	0.2887064198
248	0.2884837338
249	0.2882188748
250	0.2879657803
251	0.2877679083
252	0.2875112983
253	0.287350552
254	0.2870837336
255	0.2868793065
256	0.2865911943
257	0.2864273524
258	0.286216222
259	0.2859968553
260	0.2857738358
261	0.2855173254
262	0.2852861131
263	0.2851247471
264	0.2849724957
265	0.284747928
266	0.2844646613
267	0.2843285273
268	0.2841017933
269	0.2839084243
270	0.2837404655
271	0.2835444809
272	0.2832931126
273	0.2831225832
274	0.2829536975
275	0.2827654264
276	0.282619595
277	0.2824297571
278	0.2821786902
279	0.281966238
280	0.2817591264
281	0.2815298971
282	0.2811856405
283	0.2808808052
284	0.2806792231
285	0.2804811094
286	0.2803110078
287	0.280093773
288	0.2798956548
289	0.279705938
290	0.2795417898
291	0.2793242048
292	0.2791382181
293	0.2789507847
294	0.2787776772
295	0.2785876927
296	0.2784122911
297	0.278299336
298	0.2781566703
299	0.27805099
300	0.2777913851
301	0.2776528534
302	0.2774720446
303	0.277339581
304	0.2771672496
305	0.277022859
306	0.2767909286
307	0.2766503496
308	0.2764495059
309	0.2761944857
310	0.2759660232
311	0.275728511
312	0.2755769144
313	0.2753718993
314	0.2751770987
315	0.2749083324
316	0.274785912
317	0.274647686
318	0.2744068858
319	0.2742098189
320	0.2740256852
321	0.273827687
322	0.2736525189
323	0.2734407637
324	0.2732848266
325	0.2731588413
326	0.2730505003
327	0.2728340727
328	0.2726699359
329	0.2724558632
330	0.272273177
331	0.2719626436
332	0.2718295012
333	0.2716213209
334	0.271500264
335	0.2713119185
336	0.2711461921
337	0.2709123479
338	0.2707475558
339	0.2704917557
340	0.2704083004
341	0.2702503475
342	0.2701063666
343	0.2699693741
344	0.2697903025
345	0.2696671928
346	0.269426495
347	0.2692220046
348	0.2690397804
349	0.2688554959
350	0.2686971982
351	0.2685754399
